policy_id,owner_age,gender,zone,vehicle_class,vehicle_age,bonus_class,duration_years,claim_count,claim_cost,is_zero_exposure
36173,46,Male,1,3,2,7,6.928767,0,0,False
36174,46,Male,1,3,3,1,0.027397,0,0,False
36175,46,Male,1,3,3,2,0.989041,0,0,False
36176,46,Male,1,3,3,3,1.0,0,0,False
36177,46,Male,1,3,3,4,0.506849,0,0,False
36178,46,Male,1,3,3,5,0.580822,0,0,False
36179,46,Male,1,3,3,7,2.473973,0,0,False
36180,46,Male,1,3,4,1,0.139726,0,0,False
36181,46,Male,1,3,4,2,1.49863,0,0,False
36182,46,Male,1,3,4,3,1.10137,0,0,False
36183,46,Male,1,3,4,4,1.0,0,0,False
36184,46,Male,1,3,4,5,0.413699,0,0,False
36185,46,Male,1,3,4,7,4.70411,0,0,False
36186,46,Male,1,3,5,1,0.421918,0,0,False
36187,46,Male,1,3,5,2,0.665753,0,0,False
36188,46,Male,1,3,5,3,0.50411,0,0,False
36189,46,Male,1,3,5,5,1.0,0,0,False
36190,46,Male,1,3,5,7,2.010959,0,0,False
36191,46,Male,1,3,6,4,0.49863,0,0,False
36192,46,Male,1,3,6,7,5.090411,0,0,False
36193,46,Male,1,3,7,1,0.747945,0,0,False
36194,46,Male,1,3,7,2,0.810959,0,0,False
36195,46,Male,1,3,7,3,0.635616,0,0,False
36196,46,Male,1,3,7,4,0.50411,0,0,False
36197,46,Male,1,3,7,7,3.145205,0,0,False
36198,46,Male,1,3,8,1,0.961644,0,0,False
36199,46,Male,1,3,8,2,1.0,0,0,False
36200,46,Male,1,3,8,4,0.49863,0,0,False
36201,46,Male,1,3,8,7,1.0,0,0,False
36202,46,Male,1,3,11,3,0.528767,0,0,False
36203,46,Male,1,3,11,4,0.052055,0,0,False
36204,46,Male,1,3,12,1,2.147945,0,0,False
36205,46,Male,1,3,12,2,0.39726,0,0,False
36206,46,Male,1,3,12,3,0.465753,0,0,False
36207,46,Male,1,3,12,7,1.0,0,0,False
36208,46,Male,1,3,13,1,2.879452,0,0,False
36209,46,Male,1,3,13,2,0.687671,0,0,False
36210,46,Male,1,3,13,3,0.682192,0,0,False
36211,46,Male,1,3,13,4,1.131507,0,0,False
36212,46,Male,1,3,13,5,0.394521,0,0,False
36213,46,Male,1,3,13,6,1.243836,0,0,False
36214,46,Male,1,3,13,7,0.350685,0,0,False
36215,46,Male,1,3,14,1,2.90411,0,0,False
36216,46,Male,1,3,14,2,1.230137,0,0,False
36217,46,Male,1,3,14,3,0.019178,0,0,False
36218,46,Male,1,3,15,1,1.479452,0,0,False
36219,46,Male,1,3,15,2,1.246575,0,0,False
36220,46,Male,1,3,15,3,0.709589,0,0,False
36221,46,Male,1,3,15,4,0.49589,0,0,False
36222,46,Male,1,3,15,5,0.824658,0,0,False
36223,46,Male,1,3,15,6,1.0,0,0,False
36224,46,Male,1,3,15,7,1.331507,0,0,False
36225,46,Male,1,3,16,1,0.043836,0,0,False
36226,46,Male,1,3,16,2,1.413699,0,0,False
36227,46,Male,1,3,16,3,0.783562,0,0,False
36228,46,Male,1,3,16,4,1.49863,0,0,False
36229,46,Male,1,3,16,5,2.008219,0,0,False
36230,46,Male,1,3,16,6,0.008219,0,0,False
36231,46,Male,1,3,16,7,0.684932,0,0,False
36232,46,Male,1,3,17,1,1.49589,0,0,False
36233,46,Male,1,3,17,3,0.753425,0,0,False
36234,46,Male,1,3,17,6,1.0,0,0,False
36235,46,Male,1,3,17,7,3.117808,0,0,False
36236,46,Male,1,3,18,1,1.972603,0,0,False
36237,46,Male,1,3,18,2,0.50411,0,0,False
36238,46,Male,1,3,20,7,1.0,0,0,False
36239,46,Male,1,3,22,1,0.079452,0,0,False
36240,46,Male,1,3,24,3,1.0,0,0,False
36241,46,Male,1,3,29,5,0.920548,0,0,False
36242,46,Male,1,3,32,1,0.049315,0,0,False
36243,46,Male,1,4,0,1,0.430137,0,0,False
36244,46,Male,1,4,0,6,0.471233,0,0,False
36245,46,Male,1,4,1,6,1.0,0,0,False
36246,46,Male,1,4,1,7,0.452055,0,0,False
36247,46,Male,1,4,2,1,0.161644,0,0,False
36248,46,Male,1,4,2,3,1.0,0,0,False
36249,46,Male,1,4,2,7,1.139726,0,0,False
36250,46,Male,1,4,3,1,0.490411,0,0,False
36251,46,Male,1,4,3,2,0.016438,0,0,False
36252,46,Male,1,4,3,4,1.00274,0,0,False
36253,46,Male,1,4,3,7,0.994521,0,0,False
36254,46,Male,1,4,4,1,0.50137,0,0,False
36255,46,Male,1,4,4,2,1.246575,0,0,False
36256,46,Male,1,4,4,7,0.128767,0,0,False
36257,46,Male,1,4,5,2,1.438356,0,0,False
36258,46,Male,1,4,5,3,0.284932,0,0,False
36259,46,Male,1,4,5,7,1.967123,0,0,False
36260,46,Male,1,4,6,6,1.0,0,0,False
36261,46,Male,1,4,6,7,0.052055,0,0,False
36262,46,Male,1,4,7,7,1.413699,0,0,False
36263,46,Male,1,4,8,3,0.117808,1,55000,False
36264,46,Male,1,4,8,7,2.49589,0,0,False
36265,46,Male,1,4,9,6,0.490411,0,0,False
36266,46,Male,1,4,9,7,1.172603,0,0,False
36267,46,Male,1,4,10,2,1.0,0,0,False
36268,46,Male,1,4,10,7,1.49589,0,0,False
36269,46,Male,1,4,11,6,0.410959,0,0,False
36270,46,Male,1,4,11,7,1.953425,0,0,False
36271,46,Male,1,4,12,1,0.49863,0,0,False
36272,46,Male,1,4,12,2,0.50137,0,0,False
36273,46,Male,1,4,12,7,0.342466,0,0,False
36274,46,Male,1,4,13,1,0.252055,0,0,False
36275,46,Male,1,4,13,2,0.742466,0,0,False
36276,46,Male,1,4,14,1,1.569863,0,0,False
36277,46,Male,1,4,14,2,0.268493,0,0,False
36278,46,Male,1,4,14,4,1.0,0,0,False
36279,46,Male,1,4,14,7,1.610959,0,0,False
36280,46,Male,1,4,15,1,0.126027,0,0,False
36281,46,Male,1,4,15,3,0.49589,0,0,False
36282,46,Male,1,4,15,4,0.50411,0,0,False
36283,46,Male,1,4,15,5,1.0,0,0,False
36284,46,Male,1,4,15,7,1.945205,0,0,False
36285,46,Male,1,4,16,7,1.0,0,0,False
36286,46,Male,1,4,17,2,0.939726,0,0,False
36287,46,Male,1,4,17,4,1.0,0,0,False
36288,46,Male,1,4,17,7,1.265753,0,0,False
36289,46,Male,1,4,18,3,0.49863,0,0,False
36290,46,Male,1,4,19,6,1.0,0,0,False
36291,46,Male,1,4,20,1,0.50137,0,0,False
36292,46,Male,1,4,22,1,0.50411,0,0,False
36293,46,Male,1,4,22,7,0.315068,0,0,False
36294,46,Male,1,4,24,1,0.49589,0,0,False
36295,46,Male,1,4,24,2,0.0,0,0,True
36296,46,Male,1,4,24,7,0.49863,0,0,False
36297,46,Male,1,4,26,1,0.49589,0,0,False
36298,46,Male,1,4,30,7,0.49863,0,0,False
36299,46,Male,1,5,0,7,0.117808,0,0,False
36300,46,Male,1,5,1,1,1.167123,0,0,False
36301,46,Male,1,5,1,7,1.887671,0,0,False
36302,46,Male,1,5,2,5,0.50411,0,0,False
36303,46,Male,1,5,2,7,1.520548,0,0,False
36304,46,Male,1,5,3,7,0.0,0,0,True
36305,46,Male,1,5,5,7,1.49863,0,0,False
36306,46,Male,1,5,8,1,0.660274,0,0,False
36307,46,Male,1,5,8,7,1.10411,0,0,False
36308,46,Male,1,5,9,1,0.054795,0,0,False
36309,46,Male,1,5,9,7,0.49863,0,0,False
36310,46,Male,1,5,10,7,1.0,0,0,False
36311,46,Male,1,5,11,1,0.542466,0,0,False
36312,46,Male,1,5,11,2,1.0,0,0,False
36313,46,Male,1,5,11,7,0.252055,0,0,False
36314,46,Male,1,5,12,7,2.147945,0,0,False
36315,46,Male,1,5,13,1,0.057534,0,0,False
36316,46,Male,1,5,13,7,0.879452,0,0,False
36317,46,Male,1,5,14,1,0.035616,0,0,False
36318,46,Male,1,5,14,7,0.446575,0,0,False
36319,46,Male,1,5,15,4,0.49863,0,0,False
36320,46,Male,1,5,15,7,0.824658,0,0,False
36321,46,Male,1,5,16,1,1.39726,0,0,False
36322,46,Male,1,5,16,2,1.10137,0,0,False
36323,46,Male,1,5,16,4,1.0,0,0,False
36324,46,Male,1,5,16,7,3.068493,0,0,False
36325,46,Male,1,5,17,1,0.49863,0,0,False
36326,46,Male,1,5,17,2,0.50137,0,0,False
36327,46,Male,1,5,17,4,2.0,0,0,False
36328,46,Male,1,5,17,7,4.465753,0,0,False
36329,46,Male,1,5,18,5,1.0,0,0,False
36330,46,Male,1,5,18,6,0.0,0,0,True
36331,46,Male,1,5,18,7,0.484932,1,2000,False
36332,46,Male,1,5,21,1,0.49863,0,0,False
36333,46,Male,1,5,21,2,0.0,0,0,True
36334,46,Male,1,5,22,3,1.0,0,0,False
36335,46,Male,1,6,0,7,0.49589,0,0,False
36336,46,Male,1,6,1,7,0.50411,0,0,False
36337,46,Male,1,6,2,4,0.0,0,0,True
36338,46,Male,1,6,2,7,1.638356,0,0,False
36339,46,Male,1,6,3,1,0.49863,0,0,False
36340,46,Male,1,6,3,7,0.49589,0,0,False
36341,46,Male,1,6,4,7,0.939726,0,0,False
36342,46,Male,1,6,5,7,0.50137,0,0,False
36343,46,Male,1,6,7,7,0.942466,0,0,False
36344,46,Male,1,6,8,6,0.961644,0,0,False
36345,46,Male,1,6,8,7,0.964384,0,0,False
36346,46,Male,1,6,9,1,0.443836,0,0,False
36347,46,Male,1,6,9,7,0.4,0,0,False
36348,46,Male,1,6,10,1,0.641096,0,0,False
36349,46,Male,1,6,10,7,0.378082,0,0,False
36350,46,Male,1,6,11,1,0.246575,0,0,False
36351,46,Male,1,6,11,7,0.652055,0,0,False
36352,46,Male,1,6,12,2,0.438356,0,0,False
36353,46,Male,1,6,12,7,0.463014,0,0,False
36354,46,Male,1,6,13,7,0.50137,0,0,False
36355,46,Male,1,6,14,7,4.0,0,0,False
36356,46,Male,1,6,15,7,1.50137,0,0,False
36357,46,Male,1,6,19,7,0.49863,0,0,False
36358,46,Male,1,6,20,7,0.430137,0,0,False
36359,46,Male,1,7,11,7,1.0,0,0,False
36360,46,Male,2,1,2,7,1.0,0,0,False
36361,46,Male,2,1,3,1,1.50137,0,0,False
36362,46,Male,2,1,3,2,1.00274,0,0,False
36363,46,Male,2,1,3,3,0.50137,0,0,False
36364,46,Male,2,1,4,7,1.29589,0,0,False
36365,46,Male,2,1,5,1,1.0,0,0,False
36366,46,Male,2,1,10,1,0.008219,0,0,False
36367,46,Male,2,1,10,7,1.00274,0,0,False
36368,46,Male,2,1,12,1,0.838356,0,0,False
36369,46,Male,2,1,12,7,1.035616,0,0,False
36370,46,Male,2,1,14,4,1.0,0,0,False
36371,46,Male,2,1,17,2,1.539726,0,0,False
36372,46,Male,2,1,18,1,0.50411,0,0,False
36373,46,Male,2,1,22,1,1.0,0,0,False
36374,46,Male,2,1,40,7,0.986301,0,0,False
36375,46,Male,2,1,43,6,1.0,0,0,False
36376,46,Male,2,1,53,7,0.942466,0,0,False
36377,46,Male,2,2,1,2,0.50137,0,0,False
36378,46,Male,2,2,1,3,0.961644,0,0,False
36379,46,Male,2,2,2,7,0.383562,0,0,False
36380,46,Male,2,2,3,3,0.49863,0,0,False
36381,46,Male,2,2,7,7,1.0,0,0,False
36382,46,Male,2,2,8,3,0.49589,0,0,False
36383,46,Male,2,2,8,7,0.942466,0,0,False
36384,46,Male,2,2,9,1,0.0,0,0,True
36385,46,Male,2,2,11,2,1.0,0,0,False
36386,46,Male,2,2,11,3,0.0,0,0,True
36387,46,Male,2,2,13,7,1.0,0,0,False
36388,46,Male,2,2,14,1,0.347945,0,0,False
36389,46,Male,2,2,14,2,0.816438,0,0,False
36390,46,Male,2,2,15,2,1.0,0,0,False
36391,46,Male,2,2,15,3,0.909589,0,0,False
36392,46,Male,2,2,16,1,0.427397,0,0,False
36393,46,Male,2,2,16,3,1.0,0,0,False
36394,46,Male,2,2,18,1,0.989041,0,0,False
36395,46,Male,2,2,18,7,1.0,0,0,False
36396,46,Male,2,2,19,1,0.441096,0,0,False
36397,46,Male,2,2,24,4,1.0,0,0,False
36398,46,Male,2,2,50,1,1.0,0,0,False
36399,46,Male,2,3,0,1,2.378082,0,0,False
36400,46,Male,2,3,0,3,0.238356,0,0,False
36401,46,Male,2,3,0,4,0.813699,0,0,False
36402,46,Male,2,3,0,5,0.657534,0,0,False
36403,46,Male,2,3,0,7,2.59726,0,0,False
36404,46,Male,2,3,1,1,7.726027,0,0,False
36405,46,Male,2,3,1,2,0.0,0,0,True
36406,46,Male,2,3,1,3,0.931507,0,0,False
36407,46,Male,2,3,1,4,0.465753,0,0,False
36408,46,Male,2,3,1,6,1.0,0,0,False
36409,46,Male,2,3,1,7,3.909589,0,0,False
36410,46,Male,2,3,2,1,0.928767,0,0,False
36411,46,Male,2,3,2,2,2.665753,0,0,False
36412,46,Male,2,3,2,3,1.465753,0,0,False
36413,46,Male,2,3,2,5,0.49589,0,0,False
36414,46,Male,2,3,2,6,0.49589,0,0,False
36415,46,Male,2,3,2,7,7.082192,0,0,False
36416,46,Male,2,3,3,1,0.835616,0,0,False
36417,46,Male,2,3,3,2,0.967123,0,0,False
36418,46,Male,2,3,3,3,1.471233,0,0,False
36419,46,Male,2,3,3,4,0.50137,0,0,False
36420,46,Male,2,3,3,7,3.769863,0,0,False
36421,46,Male,2,3,4,1,3.605479,1,5105,False
36422,46,Male,2,3,4,2,2.49589,0,0,False
36423,46,Male,2,3,4,3,0.50137,0,0,False
36424,46,Male,2,3,4,4,0.6,0,0,False
36425,46,Male,2,3,4,6,0.356164,0,0,False
36426,46,Male,2,3,4,7,3.065753,0,0,False
36427,46,Male,2,3,5,1,0.873973,0,0,False
36428,46,Male,2,3,5,2,0.50137,0,0,False
36429,46,Male,2,3,5,3,0.391781,0,0,False
36430,46,Male,2,3,5,7,1.49589,0,0,False
36431,46,Male,2,3,6,1,0.454795,0,0,False
36432,46,Male,2,3,6,2,2.013699,0,0,False
36433,46,Male,2,3,6,4,0.969863,0,0,False
36434,46,Male,2,3,6,5,0.389041,0,0,False
36435,46,Male,2,3,6,7,1.947945,0,0,False
36436,46,Male,2,3,7,2,1.0,0,0,False
36437,46,Male,2,3,7,3,0.663014,0,0,False
36438,46,Male,2,3,7,4,0.945205,0,0,False
36439,46,Male,2,3,7,6,1.40274,0,0,False
36440,46,Male,2,3,7,7,0.964384,0,0,False
36441,46,Male,2,3,8,7,0.49589,0,0,False
36442,46,Male,2,3,9,2,0.49589,0,0,False
36443,46,Male,2,3,9,7,2.49863,0,0,False
36444,46,Male,2,3,10,3,0.991781,0,0,False
36445,46,Male,2,3,10,4,0.0,0,0,True
36446,46,Male,2,3,10,7,0.950685,0,0,False
36447,46,Male,2,3,11,1,0.463014,0,0,False
36448,46,Male,2,3,11,2,0.663014,0,0,False
36449,46,Male,2,3,11,6,0.526027,0,0,False
36450,46,Male,2,3,12,1,2.071233,0,0,False
36451,46,Male,2,3,12,3,2.808219,0,0,False
36452,46,Male,2,3,12,4,0.378082,0,0,False
36453,46,Male,2,3,12,7,0.723288,0,0,False
36454,46,Male,2,3,13,1,1.205479,0,0,False
36455,46,Male,2,3,13,2,2.583562,0,0,False
36456,46,Male,2,3,13,3,0.769863,0,0,False
36457,46,Male,2,3,13,4,0.0,0,0,True
36458,46,Male,2,3,13,6,1.00274,0,0,False
36459,46,Male,2,3,13,7,0.419178,0,0,False
36460,46,Male,2,3,14,1,2.356164,0,0,False
36461,46,Male,2,3,14,2,1.70411,0,0,False
36462,46,Male,2,3,14,3,0.813699,0,0,False
36463,46,Male,2,3,14,4,0.50137,0,0,False
36464,46,Male,2,3,14,5,0.50137,0,0,False
36465,46,Male,2,3,15,1,2.189041,0,0,False
36466,46,Male,2,3,15,2,2.493151,0,0,False
36467,46,Male,2,3,15,3,1.421918,0,0,False
36468,46,Male,2,3,15,4,0.290411,0,0,False
36469,46,Male,2,3,15,6,1.0,0,0,False
36470,46,Male,2,3,15,7,2.0,0,0,False
36471,46,Male,2,3,16,1,0.0,0,0,True
36472,46,Male,2,3,16,2,2.49863,0,0,False
36473,46,Male,2,3,16,3,1.0,0,0,False
36474,46,Male,2,3,16,4,1.00274,0,0,False
36475,46,Male,2,3,16,5,1.0,0,0,False
36476,46,Male,2,3,16,6,0.720548,0,0,False
36477,46,Male,2,3,16,7,4.934247,0,0,False
36478,46,Male,2,3,17,2,1.0,0,0,False
36479,46,Male,2,3,17,4,0.50411,0,0,False
36480,46,Male,2,3,17,5,0.961644,0,0,False
36481,46,Male,2,3,17,7,1.923288,0,0,False
36482,46,Male,2,3,18,3,0.49863,0,0,False
36483,46,Male,2,3,18,7,1.449315,0,0,False
36484,46,Male,2,3,19,5,1.50411,0,0,False
36485,46,Male,2,3,20,1,0.99726,0,0,False
36486,46,Male,2,3,20,2,1.482192,0,0,False
36487,46,Male,2,3,20,7,1.0,0,0,False
36488,46,Male,2,3,22,3,0.49589,0,0,False
36489,46,Male,2,3,22,7,1.0,0,0,False
36490,46,Male,2,3,23,3,1.0,0,0,False
36491,46,Male,2,3,24,3,1.0,0,0,False
36492,46,Male,2,3,25,1,0.29863,0,0,False
36493,46,Male,2,3,25,3,0.49589,0,0,False
36494,46,Male,2,3,27,6,0.772603,0,0,False
36495,46,Male,2,3,28,2,0.490411,0,0,False
36496,46,Male,2,3,28,4,1.0,0,0,False
36497,46,Male,2,3,28,7,2.0,0,0,False
36498,46,Male,2,4,0,1,0.263014,0,0,False
36499,46,Male,2,4,0,6,0.136986,0,0,False
36500,46,Male,2,4,1,3,0.917808,0,0,False
36501,46,Male,2,4,1,5,0.49863,0,0,False
36502,46,Male,2,4,1,6,0.630137,0,0,False
36503,46,Male,2,4,1,7,0.969863,0,0,False
36504,46,Male,2,4,2,1,1.273973,0,0,False
36505,46,Male,2,4,2,3,1.315068,0,0,False
36506,46,Male,2,4,2,4,0.624658,0,0,False
36507,46,Male,2,4,2,5,1.936986,0,0,False
36508,46,Male,2,4,2,6,0.934247,0,0,False
36509,46,Male,2,4,2,7,1.989041,0,0,False
36510,46,Male,2,4,3,4,0.49589,0,0,False
36511,46,Male,2,4,3,7,1.528767,0,0,False
36512,46,Male,2,4,4,2,0.687671,0,0,False
36513,46,Male,2,4,4,4,0.49863,0,0,False
36514,46,Male,2,4,4,5,0.043836,0,0,False
36515,46,Male,2,4,4,7,2.424658,0,0,False
36516,46,Male,2,4,5,6,1.443836,0,0,False
36517,46,Male,2,4,5,7,2.073973,0,0,False
36518,46,Male,2,4,6,4,0.50411,0,0,False
36519,46,Male,2,4,6,5,0.49589,0,0,False
36520,46,Male,2,4,6,7,1.446575,0,0,False
36521,46,Male,2,4,7,3,0.468493,0,0,False
36522,46,Male,2,4,7,7,1.849315,0,0,False
36523,46,Male,2,4,8,2,0.506849,0,0,False
36524,46,Male,2,4,8,7,1.0,0,0,False
36525,46,Male,2,4,9,1,0.460274,0,0,False
36526,46,Male,2,4,9,7,0.49589,0,0,False
36527,46,Male,2,4,10,7,0.980822,0,0,False
36528,46,Male,2,4,11,7,0.942466,0,0,False
36529,46,Male,2,4,12,7,1.539726,1,14500,False
36530,46,Male,2,4,13,7,1.0,0,0,False
36531,46,Male,2,4,14,1,0.386301,0,0,False
36532,46,Male,2,4,14,6,0.463014,0,0,False
36533,46,Male,2,4,15,1,0.627397,0,0,False
36534,46,Male,2,4,15,2,0.638356,0,0,False
36535,46,Male,2,4,15,3,1.169863,0,0,False
36536,46,Male,2,4,15,4,1.0,0,0,False
36537,46,Male,2,4,15,5,0.824658,0,0,False
36538,46,Male,2,4,16,1,0.709589,0,0,False
36539,46,Male,2,4,16,2,1.0,0,0,False
36540,46,Male,2,4,16,3,0.50137,0,0,False
36541,46,Male,2,4,16,4,0.476712,0,0,False
36542,46,Male,2,4,16,6,2.0,0,0,False
36543,46,Male,2,4,16,7,2.010959,0,0,False
36544,46,Male,2,4,17,2,0.99726,0,0,False
36545,46,Male,2,4,17,3,0.257534,0,0,False
36546,46,Male,2,4,17,5,0.252055,0,0,False
36547,46,Male,2,4,17,7,1.726027,0,0,False
36548,46,Male,2,4,18,2,0.249315,0,0,False
36549,46,Male,2,4,18,7,1.468493,0,0,False
36550,46,Male,2,4,20,1,0.0,0,0,True
36551,46,Male,2,4,21,7,0.432877,0,0,False
36552,46,Male,2,4,22,1,0.463014,0,0,False
36553,46,Male,2,4,22,4,0.4,0,0,False
36554,46,Male,2,4,22,7,0.460274,0,0,False
36555,46,Male,2,4,25,7,0.994521,0,0,False
36556,46,Male,2,4,29,7,1.0,0,0,False
36557,46,Male,2,5,0,7,0.183562,0,0,False
36558,46,Male,2,5,1,1,0.342466,0,0,False
36559,46,Male,2,5,1,2,1.320548,0,0,False
36560,46,Male,2,5,1,4,0.205479,0,0,False
36561,46,Male,2,5,1,5,0.457534,0,0,False
36562,46,Male,2,5,1,6,0.375342,0,0,False
36563,46,Male,2,5,1,7,1.29589,0,0,False
36564,46,Male,2,5,2,2,0.446575,0,0,False
36565,46,Male,2,5,2,7,2.90411,0,0,False
36566,46,Male,2,5,3,7,2.0,0,0,False
36567,46,Male,2,5,4,7,0.49589,0,0,False
36568,46,Male,2,5,6,7,0.441096,0,0,False
36569,46,Male,2,5,7,4,1.0,0,0,False
36570,46,Male,2,5,9,7,1.0,0,0,False
36571,46,Male,2,5,10,1,0.843836,0,0,False
36572,46,Male,2,5,10,2,0.249315,0,0,False
36573,46,Male,2,5,10,6,1.249315,0,0,False
36574,46,Male,2,5,10,7,0.956164,0,0,False
36575,46,Male,2,5,11,7,1.693151,0,0,False
36576,46,Male,2,5,12,1,0.408219,0,0,False
36577,46,Male,2,5,12,5,0.246575,0,0,False
36578,46,Male,2,5,12,6,0.128767,0,0,False
36579,46,Male,2,5,12,7,3.427397,0,0,False
36580,46,Male,2,5,13,1,1.465753,0,0,False
36581,46,Male,2,5,13,2,0.00274,0,0,False
36582,46,Male,2,5,13,6,1.0,0,0,False
36583,46,Male,2,5,13,7,3.50137,0,0,False
36584,46,Male,2,5,14,4,0.964384,0,0,False
36585,46,Male,2,5,14,5,0.128767,0,0,False
36586,46,Male,2,5,14,6,0.49863,0,0,False
36587,46,Male,2,5,14,7,2.917808,0,0,False
36588,46,Male,2,5,15,1,2.347945,0,0,False
36589,46,Male,2,5,15,2,0.69589,0,0,False
36590,46,Male,2,5,15,3,0.347945,0,0,False
36591,46,Male,2,5,15,5,0.0,0,0,True
36592,46,Male,2,5,15,6,1.50411,0,0,False
36593,46,Male,2,5,15,7,2.632877,0,0,False
36594,46,Male,2,5,16,1,1.449315,0,0,False
36595,46,Male,2,5,16,3,1.0,0,0,False
36596,46,Male,2,5,16,5,0.989041,0,0,False
36597,46,Male,2,5,16,7,3.734247,0,0,False
36598,46,Male,2,5,17,6,0.463014,0,0,False
36599,46,Male,2,5,17,7,3.210959,0,0,False
36600,46,Male,2,5,18,1,0.0,0,0,True
36601,46,Male,2,5,18,3,1.0,0,0,False
36602,46,Male,2,5,18,4,1.0,0,0,False
36603,46,Male,2,5,18,6,1.427397,0,0,False
36604,46,Male,2,5,18,7,3.416438,0,0,False
36605,46,Male,2,5,19,1,0.438356,0,0,False
36606,46,Male,2,5,19,2,0.980822,0,0,False
36607,46,Male,2,5,19,6,0.49863,0,0,False
36608,46,Male,2,5,19,7,2.868493,0,0,False
36609,46,Male,2,5,20,6,1.0,0,0,False
36610,46,Male,2,5,20,7,1.0,0,0,False
36611,46,Male,2,5,23,5,1.0,0,0,False
36612,46,Male,2,5,23,7,1.479452,0,0,False
36613,46,Male,2,5,24,7,0.99726,0,0,False
36614,46,Male,2,6,0,2,0.230137,0,0,False
36615,46,Male,2,6,0,7,0.553425,0,0,False
36616,46,Male,2,6,1,6,0.657534,0,0,False
36617,46,Male,2,6,1,7,2.408219,0,0,False
36618,46,Male,2,6,2,6,0.345205,0,0,False
36619,46,Male,2,6,2,7,3.09589,1,65000,False
36620,46,Male,2,6,3,6,1.786301,0,0,False
36621,46,Male,2,6,3,7,1.0,0,0,False
36622,46,Male,2,6,4,7,1.463014,0,0,False
36623,46,Male,2,6,5,2,0.232877,0,0,False
36624,46,Male,2,6,5,6,0.463014,0,0,False
36625,46,Male,2,6,5,7,1.0,0,0,False
36626,46,Male,2,6,6,7,1.556164,0,0,False
36627,46,Male,2,6,7,4,0.241096,0,0,False
36628,46,Male,2,6,7,7,0.446575,0,0,False
36629,46,Male,2,6,8,2,0.29589,0,0,False
36630,46,Male,2,6,8,6,0.230137,0,0,False
36631,46,Male,2,6,8,7,2.0,0,0,False
36632,46,Male,2,6,9,4,0.40274,0,0,False
36633,46,Male,2,6,9,7,0.964384,0,0,False
36634,46,Male,2,6,10,1,2.076712,0,0,False
36635,46,Male,2,6,10,7,2.378082,0,0,False
36636,46,Male,2,6,11,5,0.583562,0,0,False
36637,46,Male,2,6,11,6,0.0,0,0,True
36638,46,Male,2,6,11,7,3.756164,0,0,False
36639,46,Male,2,6,12,1,0.413699,0,0,False
36640,46,Male,2,6,12,2,1.0,0,0,False
36641,46,Male,2,6,12,3,0.594521,0,0,False
36642,46,Male,2,6,12,4,0.764384,0,0,False
36643,46,Male,2,6,12,7,1.463014,0,0,False
36644,46,Male,2,6,13,7,2.0,0,0,False
36645,46,Male,2,6,14,1,0.457534,0,0,False
36646,46,Male,2,6,14,2,0.468493,0,0,False
36647,46,Male,2,6,14,7,2.920548,0,0,False
36648,46,Male,2,6,15,1,1.060274,0,0,False
36649,46,Male,2,6,15,2,0.435616,0,0,False
36650,46,Male,2,6,15,4,0.09863,0,0,False
36651,46,Male,2,6,15,7,1.564384,0,0,False
36652,46,Male,2,6,16,7,2.421918,0,0,False
36653,46,Male,2,6,17,7,2.857534,0,0,False
36654,46,Male,2,6,18,6,0.50411,0,0,False
36655,46,Male,2,6,18,7,0.912329,0,0,False
36656,46,Male,2,6,19,2,1.0,0,0,False
36657,46,Male,2,6,19,6,1.0,0,0,False
36658,46,Male,2,6,20,6,1.0,0,0,False
36659,46,Male,2,7,43,7,1.0,0,0,False
36660,46,Male,3,1,3,4,0.928767,0,0,False
36661,46,Male,3,1,4,1,0.934247,0,0,False
36662,46,Male,3,1,4,4,0.452055,0,0,False
36663,46,Male,3,1,4,5,0.323288,0,0,False
36664,46,Male,3,1,5,2,0.49863,0,0,False
36665,46,Male,3,1,5,7,0.035616,0,0,False
36666,46,Male,3,1,8,2,1.0,0,0,False
36667,46,Male,3,1,8,7,0.942466,0,0,False
36668,46,Male,3,1,10,2,0.443836,0,0,False
36669,46,Male,3,1,11,7,1.169863,0,0,False
36670,46,Male,3,1,12,1,1.0,0,0,False
36671,46,Male,3,1,12,4,0.50411,0,0,False
36672,46,Male,3,1,12,5,0.49589,0,0,False
36673,46,Male,3,1,16,7,0.920548,0,0,False
36674,46,Male,3,1,18,1,0.136986,0,0,False
36675,46,Male,3,1,18,2,0.021918,0,0,False
36676,46,Male,3,1,19,5,0.049315,0,0,False
36677,46,Male,3,1,27,6,0.654795,0,0,False
36678,46,Male,3,1,29,7,1.0,0,0,False
36679,46,Male,3,1,31,5,0.947945,0,0,False
36680,46,Male,3,1,31,7,1.0,0,0,False
36681,46,Male,3,1,33,7,1.0,0,0,False
36682,46,Male,3,1,35,6,0.49589,0,0,False
36683,46,Male,3,1,35,7,1.50137,0,0,False
36684,46,Male,3,1,39,7,1.0,0,0,False
36685,46,Male,3,1,41,3,1.0,0,0,False
36686,46,Male,3,1,41,7,1.0,0,0,False
36687,46,Male,3,1,43,1,2.0,0,0,False
36688,46,Male,3,1,44,7,0.487671,0,0,False
36689,46,Male,3,1,54,1,0.457534,0,0,False
36690,46,Male,3,1,59,7,1.0,0,0,False
36691,46,Male,3,1,62,1,0.0,0,0,True
36692,46,Male,3,1,65,1,1.0,0,0,False
